2026-04-09 19:30:14 | INFO | CI | === RUN START ===
2026-04-12 16:34:59 | INFO | CI | Project specific: Extract title, authors, abstract
2026-04-12 16:34:59 | INFO | CI | ------------------------
2026-04-12 16:34:59 | INFO | CI | Extracted title: Agents of Chaos
2026-04-12 16:34:59 | INFO | CI | Extracted authors: Natalie Shapira, Chris Wendler, Avery Yen, Gabriele Sarti, Koyena Pal, Olivia Floody, Adam Belfki, Alex Loftus, Aditya Ratan Jannali, Nikhil Prakash, Jasmine Cui, Giordano Rogers, Jannik Brinkmann, Can Rager, Amir Zur, Michael Ripa, Aruna Sankaranarayanan, David Atkinson, Rohit Gandikota, Jaden Fiotto-Kaufman, EunJeong Hwang, Hadas Orgad, P Sam Sahil, Negev Taglicht, Tomer Shabtay, Atai Ambus, Nitay Alon, Shiri Oron, Ayelet Gordon-Tapiero, Yotam Kaplan, Vered Shwartz, Tamar Rott Shaham, Christoph Riedl, Reuth Mirsky, Maarten Sap, David Manheim, Tomer Ullman, David Bau
2026-04-12 16:34:59 | INFO | CI | Extracted abstract: We report an exploratory red-teaming study of autonomous language-model-powered agents deployed in a...
2026-04-12 16:34:59 | INFO | CI | ------------------------
2026-04-12 16:34:59 | INFO | CI | Project specific: Extract subjects from subheader
2026-04-12 16:34:59 | INFO | CI | ------------------------
2026-04-12 16:34:59 | INFO | CI | Extracted subjects: Computer Science > Artificial Intelligence
2026-04-12 16:34:59 | INFO | CI | ------------------------
2026-04-12 16:34:59 | INFO | CI | Project specific: Extract submission date from dateline
2026-04-12 16:34:59 | INFO | CI | ------------------------
2026-04-12 16:34:59 | INFO | CI | Extracted submission date: [Submitted on 23 Feb 2026]
2026-04-12 16:34:59 | INFO | CI | ------------------------
2026-04-12 16:34:59 | INFO | CI | Project specific: Extract arxiv_id from canonical link
2026-04-12 16:34:59 | INFO | CI | ------------------------
2026-04-12 16:34:59 | INFO | CI | Extracted arxiv_id: 2602.20021
2026-04-12 16:34:59 | INFO | CI | ========================
2026-04-12 16:34:59 | INFO | CI | PHASE 3.2: Clean and normalize text fields
2026-04-12 16:34:59 | INFO | CI | ========================
2026-04-12 16:34:59 | INFO | CI | Inspect: compare abstract_raw to abstract_clean in the log.
2026-04-12 16:34:59 | INFO | CI | Did we remove anything we should have kept?
2026-04-12 16:34:59 | INFO | CI | Is there still noise that cleaning missed?
2026-04-12 16:34:59 | INFO | CI | ========================
2026-04-12 16:35:00 | INFO | CI |   abstract (raw):   We report an exploratory red-teaming study of autonomous language-model-powered agents deployed in a live laboratory env...
2026-04-12 16:35:00 | INFO | CI |   abstract (clean): report exploratory redteaming study autonomous languagemodelpowered agents deployed live laboratory environment persiste...
2026-04-12 16:35:00 | INFO | CI |   characters removed: 284 (19.7%)
2026-04-12 16:35:00 | INFO | CI | ========================
2026-04-12 16:35:00 | INFO | CI | PHASE 3.3: Engineer derived features
2026-04-12 16:35:00 | INFO | CI | ========================
2026-04-12 16:35:00 | INFO | CI | Inspect: do these derived fields look meaningful?
2026-04-12 16:35:00 | INFO | CI | Would any additional features help the analysis?
2026-04-12 16:35:00 | INFO | CI | ========================
2026-04-12 16:35:00 | INFO | CI |   abstract_word_count: 177
2026-04-12 16:35:00 | INFO | CI |   author_count:        38
2026-04-12 16:35:00 | INFO | CI |   token_count:         121
2026-04-12 16:35:00 | INFO | CI |   unique_token_count:  111
2026-04-12 16:35:00 | INFO | CI |   type_token_ratio:    0.9174
2026-04-12 16:35:00 | INFO | CI |   top 10 tokens:       ['report', 'exploratory', 'redteaming', 'study', 'autonomous', 'languagemodelpowered', 'agents', 'deployed', 'live', 'laboratory']
2026-04-12 16:35:00 | INFO | CI | ========================
2026-04-12 16:35:00 | INFO | CI | PHASE 3.4: Build record and create DataFrame
2026-04-12 16:35:00 | INFO | CI | ========================
2026-04-12 16:35:00 | INFO | CI | Created DataFrame with 1 row and 13 columns
2026-04-12 16:35:00 | INFO | CI | Columns: ['arxiv_id', 'title', 'authors', 'subjects', 'submitted', 'abstract_raw', 'abstract_clean', 'tokens', 'abstract_word_count', 'token_count', 'unique_token_count', 'type_token_ratio', 'author_count']
2026-04-12 16:35:00 | INFO | CI | DataFrame Details
2026-04-12 16:35:00 | INFO | CI |   Title: Agents of Chaos
2026-04-12 16:35:00 | INFO | CI |   Author count: 38
2026-04-12 16:35:00 | INFO | CI |   Abstract word count: 177
2026-04-12 16:35:00 | INFO | CI |   Token count (clean): 121
2026-04-12 16:35:00 | INFO | CI |   Type-token ratio: 0.9174
2026-04-12 16:35:00 | INFO | CI |   DF preview:
     arxiv_id            title  token_count  type_token_ratio  author_count
0  2602.20021  Agents of Chaos          121            0.9174            38
2026-04-12 16:35:00 | INFO | CI | Sink: Pandas DataFrame created
2026-04-12 16:35:00 | INFO | CI | Transformation complete.
2026-04-12 16:35:00 | INFO | CI | ========================
2026-04-12 16:35:00 | INFO | CI | STAGE 04: ANALYZE starting...
2026-04-12 16:35:00 | INFO | CI | ========================
2026-04-12 16:35:00 | INFO | CI | ========================
2026-04-12 16:35:00 | INFO | CI | PHASE 4.1: Extract tokens and summary statistics
2026-04-12 16:35:00 | INFO | CI | ========================
2026-04-12 16:35:00 | INFO | CI |   Paper: Agents of Chaos
2026-04-12 16:35:00 | INFO | CI |   Abstract word count (raw):    177
2026-04-12 16:35:00 | INFO | CI |   Token count (clean):          121
2026-04-12 16:35:00 | INFO | CI |   Unique token count:           111
2026-04-12 16:35:00 | INFO | CI |   Type-token ratio:             0.9174
2026-04-12 16:35:00 | INFO | CI |   Author count:                 38
2026-04-12 16:35:00 | INFO | CI | ========================
2026-04-12 16:35:00 | INFO | CI | PHASE 4.2: Top 20 token frequency - bar chart
2026-04-12 16:35:00 | INFO | CI | ========================
2026-04-12 16:35:00 | INFO | CI |   Saved bar chart to data\processed\case_top_tokens.png
2026-04-12 16:35:00 | INFO | CI | ========================
2026-04-12 16:35:00 | INFO | CI | PHASE 4.3: Word cloud
2026-04-12 16:35:00 | INFO | CI | ========================
2026-04-12 16:35:00 | INFO | CI |   Saved word cloud to data\processed\case_wordcloud.png
2026-04-12 16:35:00 | INFO | CI | ========================
2026-04-12 16:35:00 | INFO | CI | PHASE 4.4: Top token summary (inline)
2026-04-12 16:35:00 | INFO | CI | ========================
2026-04-12 16:35:00 | INFO | CI |   Top 20 tokens by frequency:
2026-04-12 16:35:00 | INFO | CI |       1. report                         3
2026-04-12 16:35:00 | INFO | CI |       2. agents                         3
2026-04-12 16:35:00 | INFO | CI |       3. execution                      2
2026-04-12 16:35:00 | INFO | CI |       4. researchers                    2
2026-04-12 16:35:00 | INFO | CI |       5. conditions                     2
2026-04-12 16:35:00 | INFO | CI |       6. behaviors                      2
2026-04-12 16:35:00 | INFO | CI |       7. vulnerabilities                2
2026-04-12 16:35:00 | INFO | CI |       8. system                         2
2026-04-12 16:35:00 | INFO | CI |       9. exploratory                    1
2026-04-12 16:35:00 | INFO | CI |      10. redteaming                     1
2026-04-12 16:35:00 | INFO | CI |      11. study                          1
2026-04-12 16:35:00 | INFO | CI |      12. autonomous                     1
2026-04-12 16:35:00 | INFO | CI |      13. languagemodelpowered           1
2026-04-12 16:35:00 | INFO | CI |      14. deployed                       1
2026-04-12 16:35:00 | INFO | CI |      15. live                           1
2026-04-12 16:35:00 | INFO | CI |      16. laboratory                     1
2026-04-12 16:35:00 | INFO | CI |      17. environment                    1
2026-04-12 16:35:00 | INFO | CI |      18. persistent                     1
2026-04-12 16:35:00 | INFO | CI |      19. memory                         1
2026-04-12 16:35:00 | INFO | CI |      20. email                          1
2026-04-12 16:35:00 | INFO | CI | Sink: visualizations saved to data/processed/
2026-04-12 16:35:00 | INFO | CI | Analysis complete.
2026-04-12 16:35:00 | INFO | CI | ========================
2026-04-12 16:35:00 | INFO | CI | STAGE 04: LOAD starting...
2026-04-12 16:35:00 | INFO | CI | ========================
2026-04-12 16:35:00 | INFO | CI | SINK PATH = data\processed\case_processed.csv
2026-04-12 16:35:00 | INFO | CI | ========================
2026-04-12 16:35:00 | INFO | CI | Pipeline executed successfully!
2026-04-12 16:35:00 | INFO | CI | ========================
2026-04-12 16:36:32 | INFO | CI | === RUN START ===
2026-04-12 16:36:32 | INFO | CI | project=Module 6: EVTAL PIPELINE - WEB DOCUMENTS (HTML)
2026-04-12 16:36:32 | INFO | CI | repo_dir=nlp-06-nlp-pipeline
2026-04-12 16:36:32 | INFO | CI | python=3.14.3
2026-04-12 16:36:32 | INFO | CI | os=Windows 11
2026-04-12 16:36:32 | INFO | CI | shell=powershell
2026-04-12 16:36:32 | INFO | CI | cwd=.
2026-04-12 16:36:32 | INFO | CI | github_actions=False
2026-04-12 16:36:32 | INFO | CI | START PIPELINE
2026-04-12 16:36:32 | INFO | CI | ROOT_PATH = .
2026-04-12 16:36:32 | INFO | CI | DATA_PATH = data
2026-04-12 16:36:32 | INFO | CI | RAW_PATH = data\raw
2026-04-12 16:36:32 | INFO | CI | PROCESSED_PATH = data\processed
2026-04-12 16:36:32 | INFO | CI | ========================
2026-04-12 16:36:32 | INFO | CI | STAGE 01: EXTRACT starting... 
2026-04-12 16:36:32 | INFO | CI | ========================
2026-04-12 16:36:32 | INFO | CI | EXTRACT: Fetching HTML from https://arxiv.org/abs/2602.20021
2026-04-12 16:36:32 | INFO | CI | SOURCE URL = https://arxiv.org/abs/2602.20021
2026-04-12 16:36:32 | INFO | CI | SINK PATH = data\raw\beaderstadt_raw.html
2026-04-12 16:36:32 | INFO | CI | ========================
2026-04-12 16:36:32 | INFO | CI | STAGE 02: VALIDATE starting...
2026-04-12 16:36:32 | INFO | CI | ========================
2026-04-12 16:36:32 | INFO | CI | HTML STRUCTURE INSPECTION:
2026-04-12 16:36:32 | INFO | CI | Top-level type: BeautifulSoup
2026-04-12 16:36:32 | INFO | CI | Top-level elements: ['html']
2026-04-12 16:36:32 | INFO | CI | VALIDATE: Title found: True
2026-04-12 16:36:32 | INFO | CI | VALIDATE: Authors found: True
2026-04-12 16:36:32 | INFO | CI | VALIDATE: Abstract found: True
2026-04-12 16:36:32 | INFO | CI | VALIDATE: Subjects found: True
2026-04-12 16:36:32 | INFO | CI | VALIDATE: Dateline found: True
2026-04-12 16:36:32 | INFO | CI | VALIDATE: HTML structure is valid.
2026-04-12 16:36:32 | INFO | CI | Sink: validated BeautifulSoup object
2026-04-12 16:36:32 | INFO | CI | ========================
2026-04-12 16:36:32 | INFO | CI | STAGE 03: TRANSFORM starting...
2026-04-12 16:36:32 | INFO | CI | ========================
2026-04-12 16:36:32 | INFO | CI | Extracting metadata from HTML
2026-04-12 16:36:32 | INFO | CI | We must manually inspect the HTML structure to identify the fields we want to extract.
2026-04-12 16:36:32 | INFO | CI | For this arXiv page, we can extract:
- Title from <h1 class='title'>
- Authors from <div class='authors'>
- Abstract from <blockquote class='abstract'>
- Primary subject from <div class='subheader'>
- Submission date from <div class='dateline'>
- ArXiv ID from canonical link
2026-04-12 16:36:32 | INFO | CI | Replace any missing content with `unknown` to ensure all are strings.
2026-04-12 16:36:32 | INFO | CI | ========================
2026-04-12 16:36:32 | INFO | CI | PHASE 3.1: Extract raw fields from HTML
2026-04-12 16:36:32 | INFO | CI | ========================
2026-04-12 16:36:32 | INFO | CI | Inspect: does the raw data look right?
2026-04-12 16:36:32 | INFO | CI | Look at the logged output. Does anything look surprising?
2026-04-12 16:36:32 | INFO | CI | That is the first signal that cleaning is needed.
2026-04-12 16:36:32 | INFO | CI | ========================
2026-04-12 16:36:32 | INFO | CI | ------------------------
2026-04-12 16:36:32 | INFO | CI | Project specific: Extract title, authors, abstract
2026-04-12 16:36:32 | INFO | CI | ------------------------
2026-04-12 16:36:32 | INFO | CI | Extracted title: Agents of Chaos
2026-04-12 16:36:32 | INFO | CI | Extracted authors: Natalie Shapira, Chris Wendler, Avery Yen, Gabriele Sarti, Koyena Pal, Olivia Floody, Adam Belfki, Alex Loftus, Aditya Ratan Jannali, Nikhil Prakash, Jasmine Cui, Giordano Rogers, Jannik Brinkmann, Can Rager, Amir Zur, Michael Ripa, Aruna Sankaranarayanan, David Atkinson, Rohit Gandikota, Jaden Fiotto-Kaufman, EunJeong Hwang, Hadas Orgad, P Sam Sahil, Negev Taglicht, Tomer Shabtay, Atai Ambus, Nitay Alon, Shiri Oron, Ayelet Gordon-Tapiero, Yotam Kaplan, Vered Shwartz, Tamar Rott Shaham, Christoph Riedl, Reuth Mirsky, Maarten Sap, David Manheim, Tomer Ullman, David Bau
2026-04-12 16:36:32 | INFO | CI | Extracted abstract: We report an exploratory red-teaming study of autonomous language-model-powered agents deployed in a...
2026-04-12 16:36:32 | INFO | CI | ------------------------
2026-04-12 16:36:32 | INFO | CI | Project specific: Extract subjects from subheader
2026-04-12 16:36:32 | INFO | CI | ------------------------
2026-04-12 16:36:32 | INFO | CI | Extracted subjects: Computer Science > Artificial Intelligence
2026-04-12 16:36:32 | INFO | CI | ------------------------
2026-04-12 16:36:32 | INFO | CI | Project specific: Extract submission date from dateline
2026-04-12 16:36:32 | INFO | CI | ------------------------
2026-04-12 16:36:32 | INFO | CI | Extracted submission date: [Submitted on 23 Feb 2026]
2026-04-12 16:36:32 | INFO | CI | ------------------------
2026-04-12 16:36:32 | INFO | CI | Project specific: Extract arxiv_id from canonical link
2026-04-12 16:36:32 | INFO | CI | ------------------------
2026-04-12 16:36:32 | INFO | CI | Extracted arxiv_id: 2602.20021
2026-04-12 16:36:32 | INFO | CI | ========================
2026-04-12 16:36:32 | INFO | CI | PHASE 3.2: Clean and normalize text fields
2026-04-12 16:36:32 | INFO | CI | ========================
2026-04-12 16:36:32 | INFO | CI | Inspect: compare abstract_raw to abstract_clean in the log.
2026-04-12 16:36:32 | INFO | CI | Did we remove anything we should have kept?
2026-04-12 16:36:32 | INFO | CI | Is there still noise that cleaning missed?
2026-04-12 16:36:32 | INFO | CI | ========================
2026-04-12 16:36:32 | INFO | CI |   abstract (raw):   We report an exploratory red-teaming study of autonomous language-model-powered agents deployed in a live laboratory env...
2026-04-12 16:36:32 | INFO | CI |   abstract (clean): report exploratory red teaming study autonomous language model powered agents deployed live laboratory environment persi...
2026-04-12 16:36:32 | INFO | CI |   characters removed: 280 (19.4%)
2026-04-12 16:36:32 | INFO | CI | ========================
2026-04-12 16:36:32 | INFO | CI | PHASE 3.3: Engineer derived features
2026-04-12 16:36:32 | INFO | CI | ========================
2026-04-12 16:36:32 | INFO | CI | Inspect: do these derived fields look meaningful?
2026-04-12 16:36:32 | INFO | CI | Would any additional features help the analysis?
2026-04-12 16:36:32 | INFO | CI | ========================
2026-04-12 16:36:32 | INFO | CI |   abstract_word_count: 177
2026-04-12 16:36:32 | INFO | CI |   author_count:        38
2026-04-12 16:36:32 | INFO | CI |   token_count:         130
2026-04-12 16:36:32 | INFO | CI |   unique_token_count:  118
2026-04-12 16:36:32 | INFO | CI |   avg_word_length: 7.9615 (avg characters per token)
2026-04-12 16:36:32 | INFO | CI |   type_token_ratio:    0.9077
2026-04-12 16:36:32 | INFO | CI |   top 10 tokens:       ['report', 'exploratory', 'red', 'teaming', 'study', 'autonomous', 'language', 'model', 'powered', 'agents']
2026-04-12 16:36:32 | INFO | CI | ========================
2026-04-12 16:36:32 | INFO | CI | PHASE 3.4: Build record and create DataFrame
2026-04-12 16:36:32 | INFO | CI | ========================
2026-04-12 16:36:32 | INFO | CI | Created DataFrame with 1 row and 14 columns
2026-04-12 16:36:32 | INFO | CI | Columns: ['arxiv_id', 'title', 'authors', 'subjects', 'submitted', 'abstract_raw', 'abstract_clean', 'tokens', 'abstract_word_count', 'token_count', 'unique_token_count', 'type_token_ratio', 'author_count', 'avg_word_length']
2026-04-12 16:36:32 | INFO | CI | DataFrame Details
2026-04-12 16:36:32 | INFO | CI |   Title: Agents of Chaos
2026-04-12 16:36:32 | INFO | CI |   Author count: 38
2026-04-12 16:36:32 | INFO | CI |   Abstract word count: 177
2026-04-12 16:36:32 | INFO | CI |   Token count (clean): 130
2026-04-12 16:36:32 | INFO | CI |   Type-token ratio: 0.9077
2026-04-12 16:36:32 | INFO | CI |   DF preview:
     arxiv_id            title  token_count  type_token_ratio  author_count
0  2602.20021  Agents of Chaos          130            0.9077            38
2026-04-12 16:36:32 | INFO | CI | Sink: Pandas DataFrame created
2026-04-12 16:36:32 | INFO | CI | Transformation complete.
2026-04-12 16:36:32 | INFO | CI | ========================
2026-04-12 16:36:32 | INFO | CI | STAGE 04: ANALYZE starting...
2026-04-12 16:36:32 | INFO | CI | ========================
2026-04-12 16:36:32 | INFO | CI | ========================
2026-04-12 16:36:32 | INFO | CI | PHASE 4.1: Extract tokens and summary statistics
2026-04-12 16:36:32 | INFO | CI | ========================
2026-04-12 16:36:32 | INFO | CI |   Paper: Agents of Chaos
2026-04-12 16:36:32 | INFO | CI |   Abstract word count (raw):    177
2026-04-12 16:36:32 | INFO | CI |   Token count (clean):          130
2026-04-12 16:36:32 | INFO | CI |   Unique token count:           118
2026-04-12 16:36:32 | INFO | CI |   Type-token ratio:             0.9077
2026-04-12 16:36:32 | INFO | CI |   Author count:                 38
2026-04-12 16:36:32 | INFO | CI | ========================
2026-04-12 16:36:32 | INFO | CI | PHASE 4.2: Top 20 token frequency - bar chart
2026-04-12 16:36:32 | INFO | CI | ========================
2026-04-12 16:36:33 | INFO | CI |   Saved bar chart to data\processed\beaderstadt_top_tokens.png
2026-04-12 16:36:33 | INFO | CI | ========================
2026-04-12 16:36:33 | INFO | CI | PHASE 4.3: Word cloud
2026-04-12 16:36:33 | INFO | CI | ========================
2026-04-12 16:36:33 | INFO | CI |   Saved word cloud to data\processed\beaderstadt_wordcloud.png
2026-04-12 16:36:33 | INFO | CI | ========================
2026-04-12 16:36:33 | INFO | CI | PHASE 4.4: Top token summary (inline)
2026-04-12 16:36:33 | INFO | CI | ========================
2026-04-12 16:36:33 | INFO | CI |   Top 20 tokens by frequency:
2026-04-12 16:36:33 | INFO | CI |       1. report                         3
2026-04-12 16:36:33 | INFO | CI |       2. agents                         3
2026-04-12 16:36:33 | INFO | CI |       3. system                         3
2026-04-12 16:36:33 | INFO | CI |       4. language                       2
2026-04-12 16:36:33 | INFO | CI |       5. execution                      2
2026-04-12 16:36:33 | INFO | CI |       6. researchers                    2
2026-04-12 16:36:33 | INFO | CI |       7. conditions                     2
2026-04-12 16:36:33 | INFO | CI |       8. behaviors                      2
2026-04-12 16:36:33 | INFO | CI |       9. vulnerabilities                2
2026-04-12 16:36:33 | INFO | CI |      10. exploratory                    1
2026-04-12 16:36:33 | INFO | CI |      11. red                            1
2026-04-12 16:36:33 | INFO | CI |      12. teaming                        1
2026-04-12 16:36:33 | INFO | CI |      13. study                          1
2026-04-12 16:36:33 | INFO | CI |      14. autonomous                     1
2026-04-12 16:36:33 | INFO | CI |      15. model                          1
2026-04-12 16:36:33 | INFO | CI |      16. powered                        1
2026-04-12 16:36:33 | INFO | CI |      17. deployed                       1
2026-04-12 16:36:33 | INFO | CI |      18. live                           1
2026-04-12 16:36:33 | INFO | CI |      19. laboratory                     1
2026-04-12 16:36:33 | INFO | CI |      20. environment                    1
2026-04-12 16:36:33 | INFO | CI | Sink: visualizations saved to data/processed/
2026-04-12 16:36:33 | INFO | CI | Analysis complete.
2026-04-12 16:36:33 | INFO | CI | ========================
2026-04-12 16:36:33 | INFO | CI | STAGE 04: LOAD starting...
2026-04-12 16:36:33 | INFO | CI | ========================
2026-04-12 16:36:33 | INFO | CI | SINK PATH = data\processed\beaderstadt_processed.csv
2026-04-12 16:36:33 | INFO | CI | ========================
2026-04-12 16:36:33 | INFO | CI | Pipeline executed successfully!
2026-04-12 16:36:33 | INFO | CI | ========================
2026-04-12 17:12:08 | INFO | CI | === RUN START ===
2026-04-12 17:12:08 | INFO | CI | project=Module 6: EVTAL PIPELINE - WEB DOCUMENTS (HTML)
2026-04-12 17:12:08 | INFO | CI | repo_dir=nlp-06-nlp-pipeline
2026-04-12 17:12:08 | INFO | CI | python=3.14.3
2026-04-12 17:12:08 | INFO | CI | os=Windows 11
2026-04-12 17:12:08 | INFO | CI | shell=powershell
2026-04-12 17:12:08 | INFO | CI | cwd=.
2026-04-12 17:12:08 | INFO | CI | github_actions=False
2026-04-12 17:12:08 | INFO | CI | START PIPELINE
2026-04-12 17:12:08 | INFO | CI | ROOT_PATH = .
2026-04-12 17:12:08 | INFO | CI | DATA_PATH = data
2026-04-12 17:12:08 | INFO | CI | RAW_PATH = data\raw
2026-04-12 17:12:08 | INFO | CI | PROCESSED_PATH = data\processed
2026-04-12 17:12:08 | INFO | CI | ========================
2026-04-12 17:12:08 | INFO | CI | STAGE 01: EXTRACT starting... 
2026-04-12 17:12:08 | INFO | CI | ========================
2026-04-12 17:12:08 | INFO | CI | EXTRACT: Fetching HTML from https://arxiv.org/abs/2102.10056
2026-04-12 17:12:09 | INFO | CI | SOURCE URL = https://arxiv.org/abs/2102.10056
2026-04-12 17:12:09 | INFO | CI | SINK PATH = data\raw\beaderstadt_raw.html
2026-04-12 17:12:09 | INFO | CI | ========================
2026-04-12 17:12:09 | INFO | CI | STAGE 02: VALIDATE starting...
2026-04-12 17:12:09 | INFO | CI | ========================
2026-04-12 17:12:09 | INFO | CI | HTML STRUCTURE INSPECTION:
2026-04-12 17:12:09 | INFO | CI | Top-level type: BeautifulSoup
2026-04-12 17:12:09 | INFO | CI | Top-level elements: ['html']
2026-04-12 17:12:09 | INFO | CI | VALIDATE: Title found: True
2026-04-12 17:12:09 | INFO | CI | VALIDATE: Authors found: True
2026-04-12 17:12:09 | INFO | CI | VALIDATE: Abstract found: True
2026-04-12 17:12:09 | INFO | CI | VALIDATE: Subjects found: True
2026-04-12 17:12:09 | INFO | CI | VALIDATE: Dateline found: True
2026-04-12 17:12:09 | INFO | CI | VALIDATE: HTML structure is valid.
2026-04-12 17:12:09 | INFO | CI | Sink: validated BeautifulSoup object
2026-04-12 17:12:09 | INFO | CI | ========================
2026-04-12 17:12:09 | INFO | CI | STAGE 03: TRANSFORM starting...
2026-04-12 17:12:09 | INFO | CI | ========================
2026-04-12 17:12:09 | INFO | CI | Extracting metadata from HTML
2026-04-12 17:12:09 | INFO | CI | We must manually inspect the HTML structure to identify the fields we want to extract.
2026-04-12 17:12:09 | INFO | CI | For this arXiv page, we can extract:
- Title from <h1 class='title'>
- Authors from <div class='authors'>
- Abstract from <blockquote class='abstract'>
- Primary subject from <div class='subheader'>
- Submission date from <div class='dateline'>
- ArXiv ID from canonical link
2026-04-12 17:12:09 | INFO | CI | Replace any missing content with `unknown` to ensure all are strings.
2026-04-12 17:12:09 | INFO | CI | ========================
2026-04-12 17:12:09 | INFO | CI | PHASE 3.1: Extract raw fields from HTML
2026-04-12 17:12:09 | INFO | CI | ========================
2026-04-12 17:12:09 | INFO | CI | Inspect: does the raw data look right?
2026-04-12 17:12:09 | INFO | CI | Look at the logged output. Does anything look surprising?
2026-04-12 17:12:09 | INFO | CI | That is the first signal that cleaning is needed.
2026-04-12 17:12:09 | INFO | CI | ========================
2026-04-12 17:12:09 | INFO | CI | ------------------------
2026-04-12 17:12:09 | INFO | CI | Project specific: Extract title, authors, abstract
2026-04-12 17:12:09 | INFO | CI | ------------------------
2026-04-12 17:12:09 | INFO | CI | Extracted title: Molecular Contrastive Learning of Representations via Graph Neural Networks
2026-04-12 17:12:09 | INFO | CI | Extracted authors: Yuyang Wang, Jianren Wang, Zhonglin Cao, Amir Barati Farimani
2026-04-12 17:12:09 | INFO | CI | Extracted abstract: Molecular Machine Learning (ML) bears promise for efficient molecule property prediction and drug di...
2026-04-12 17:12:09 | INFO | CI | ------------------------
2026-04-12 17:12:09 | INFO | CI | Project specific: Extract subjects from subheader
2026-04-12 17:12:09 | INFO | CI | ------------------------
2026-04-12 17:12:09 | INFO | CI | Extracted subjects: Computer Science > Machine Learning
2026-04-12 17:12:09 | INFO | CI | ------------------------
2026-04-12 17:12:09 | INFO | CI | Project specific: Extract submission date from dateline
2026-04-12 17:12:09 | INFO | CI | ------------------------
2026-04-12 17:12:09 | INFO | CI | Extracted submission date: [Submitted on 19 Feb 2021 (v1), last revised 17 Jan 2022 (this version, v2)]
2026-04-12 17:12:09 | INFO | CI | ------------------------
2026-04-12 17:12:09 | INFO | CI | Project specific: Extract arxiv_id from canonical link
2026-04-12 17:12:09 | INFO | CI | ------------------------
2026-04-12 17:12:09 | INFO | CI | Extracted arxiv_id: 2102.10056
2026-04-12 17:12:09 | INFO | CI | ========================
2026-04-12 17:12:09 | INFO | CI | PHASE 3.2: Clean and normalize text fields
2026-04-12 17:12:09 | INFO | CI | ========================
2026-04-12 17:12:09 | INFO | CI | Inspect: compare abstract_raw to abstract_clean in the log.
2026-04-12 17:12:09 | INFO | CI | Did we remove anything we should have kept?
2026-04-12 17:12:09 | INFO | CI | Is there still noise that cleaning missed?
2026-04-12 17:12:09 | INFO | CI | ========================
2026-04-12 17:12:09 | INFO | CI |   abstract (raw):   Molecular Machine Learning (ML) bears promise for efficient molecule property prediction and drug discovery. However, la...
2026-04-12 17:12:09 | INFO | CI |   abstract (clean): molecular machine learning ml bears promise efficient molecule property prediction drug discovery labeled molecule data ...
2026-04-12 17:12:09 | INFO | CI |   characters removed: 290 (20.4%)
2026-04-12 17:12:09 | INFO | CI | ========================
2026-04-12 17:12:09 | INFO | CI | PHASE 3.3: Engineer derived features
2026-04-12 17:12:09 | INFO | CI | ========================
2026-04-12 17:12:09 | INFO | CI | Inspect: do these derived fields look meaningful?
2026-04-12 17:12:09 | INFO | CI | Would any additional features help the analysis?
2026-04-12 17:12:09 | INFO | CI | ========================
2026-04-12 17:12:09 | INFO | CI |   abstract_word_count: 183
2026-04-12 17:12:09 | INFO | CI |   author_count:        4
2026-04-12 17:12:09 | INFO | CI |   token_count:         129
2026-04-12 17:12:09 | INFO | CI |   unique_token_count:  93
2026-04-12 17:12:09 | INFO | CI |   avg_word_length: 7.7597 (avg characters per token)
2026-04-12 17:12:09 | INFO | CI |   type_token_ratio:    0.7209
2026-04-12 17:12:09 | INFO | CI |   top 10 tokens:       ['molecular', 'machine', 'learning', 'ml', 'bears', 'promise', 'efficient', 'molecule', 'property', 'prediction']
2026-04-12 17:12:09 | INFO | CI | ========================
2026-04-12 17:12:09 | INFO | CI | PHASE 3.4: Build record and create DataFrame
2026-04-12 17:12:09 | INFO | CI | ========================
2026-04-12 17:12:09 | INFO | CI | Created DataFrame with 1 row and 14 columns
2026-04-12 17:12:09 | INFO | CI | Columns: ['arxiv_id', 'title', 'authors', 'subjects', 'submitted', 'abstract_raw', 'abstract_clean', 'tokens', 'abstract_word_count', 'token_count', 'unique_token_count', 'type_token_ratio', 'author_count', 'avg_word_length']
2026-04-12 17:12:09 | INFO | CI | DataFrame Details
2026-04-12 17:12:09 | INFO | CI |   Title: Molecular Contrastive Learning of Representations via Graph Neural Networks
2026-04-12 17:12:09 | INFO | CI |   Author count: 4
2026-04-12 17:12:09 | INFO | CI |   Abstract word count: 183
2026-04-12 17:12:09 | INFO | CI |   Token count (clean): 129
2026-04-12 17:12:09 | INFO | CI |   Type-token ratio: 0.7209
2026-04-12 17:12:09 | INFO | CI |   DF preview:
     arxiv_id                                              title  token_count  type_token_ratio  author_count
0  2102.10056  Molecular Contrastive Learning of Representati...          129            0.7209             4
2026-04-12 17:12:09 | INFO | CI | Sink: Pandas DataFrame created
2026-04-12 17:12:09 | INFO | CI | Transformation complete.
2026-04-12 17:12:09 | INFO | CI | ========================
2026-04-12 17:12:09 | INFO | CI | STAGE 04: ANALYZE starting...
2026-04-12 17:12:09 | INFO | CI | ========================
2026-04-12 17:12:09 | INFO | CI | ========================
2026-04-12 17:12:09 | INFO | CI | PHASE 4.1: Extract tokens and summary statistics
2026-04-12 17:12:09 | INFO | CI | ========================
